0.823654,0.445249,-1.592189,1.666689,0.224261,-1.014654,0.867419,-1.523334,-0.274090,-1.189895,-0.408387,1.136021,0.413489,0.095369,-0.413623
0.201764,0.393860,0.408787,0.235044,-0.998137,-0.450652,0.456535,0.463635,1.387617,2.585489,-0.249442,0.040585,-0.153352,0.684036,-1.167885
-1.462336,2.127360,-1.047027,1.213886,1.309678,0.976715,0.426437,-0.691400,-0.093929,-0.867765,1.391442,-0.892880,-1.229633,-1.049561,-0.029374
-0.920499,0.933674,0.750920,0.440514,-2.083959,-1.774213,-1.483908,0.132589,-0.658679,0.949887,-0.952229,-1.054317,0.753381,2.375631,-0.355293
1.509754,-0.716784,0.246651,1.986833,1.871387,-0.427710,0.608768,1.193790,1.148910,-2.252439,0.430169,0.350960,-0.232037,-0.310407,1.528815
0.002010,0.071009,-2.068971,-1.848047,0.645666,-1.321392,0.327578,1.395256,1.616567,0.163199,-0.027179,-1.133427,-1.777908,1.214749,0.051707
-0.852337,1.685458,-0.492084,-1.848573,-0.878163,0.530596,1.702474,0.616497,0.787537,0.078096,1.562406,-1.668809,-0.585236,1.554610,-0.110365
0.324820,-1.295516,-1.739529,-1.815130,-0.575194,0.890001,0.432635,-0.025464,0.105866,1.093012,1.708322,-2.264348,1.199063,-1.078248,0.925997
1.612589,-0.536367,0.256026,-1.057734,-1.815667,-0.368465,-0.343880,-0.524729,-0.900318,-1.031007,0.989808,2.772701,0.397632,-0.034460,-0.458105
0.355854,-0.516574,-0.124238,-1.670480,-0.728037,0.317249,-0.580759,1.516565,-0.036770,-0.001331,3.359232,1.015806,-0.242619,1.292836,0.393697
0.814613,0.431631,-0.828549,-0.653695,-0.450519,-0.324520,0.820520,1.308018,-2.569457,1.289809,-0.036224,0.150574,0.655662,-0.531437,0.196673
-1.025316,2.176745,-0.408831,-2.212677,0.676727,0.063172,-1.486527,1.289100,-0.440035,-0.721135,1.857143,-0.379747,2.199755,0.024139,0.351187
1.160419,1.210136,-2.907686,0.911332,-2.756244,-0.224550,0.388080,-0.164758,1.282348,-0.183698,0.196673,-0.193170,0.646107,-1.544126,-0.114496
0.680610,1.227474,-2.494929,-1.440698,0.525356,-1.567633,1.194987,1.204243,0.998823,0.438378,0.831448,0.140013,2.199746,1.436646,0.746955
0.414007,1.042706,-3.129987,0.618038,-0.118069,-0.092177,-0.871850,-0.080424,2.797440,0.596167,0.567470,-0.366284,0.180592,-0.516672,2.058436
0.694342,0.071736,-0.114091,1.475411,-1.887801,-0.545181,-0.634588,0.127692,-0.131015,1.937383,-2.625811,1.811949,0.690659,0.638864,0.356375
-1.415734,-1.020959,0.093181,-0.960951,-1.323518,0.884650,-0.018349,-1.636436,0.936683,-0.923277,0.266209,-2.032357,0.720017,-0.870998,0.057647
-1.342676,-0.064233,1.147722,-0.123478,0.938712,-0.081855,0.155246,0.621319,-1.169931,-0.819624,-1.033654,-0.658895,-0.969782,0.862906,-1.265351
0.897732,0.169477,-1.488324,-1.043232,0.793718,1.689694,0.601481,-1.635660,0.738271,0.018031,0.437697,-1.368427,-1.034211,-0.698612,0.440951
0.137550,2.266733,0.006604,0.208473,-1.745827,0.792708,-2.296098,-0.514997,-0.706053,-0.743727,0.159248,0.428612,-0.143791,-0.987970,-1.322770
0.323290,0.005127,0.467575,-2.811827,2.142896,0.269327,-1.335153,-0.629742,-1.575636,1.459182,-0.148501,0.827341,0.075821,-1.490568,0.124751
1.193014,-0.220394,0.154959,-0.826327,-0.758205,1.009443,0.067060,1.534646,-1.524474,-0.605251,-0.194831,0.739345,-1.242770,-0.880466,3.042150
0.801215,1.315436,-0.675973,-0.085904,1.899056,-0.059310,-2.524432,-1.389119,-0.006025,-0.649414,-1.263467,-1.558376,0.422067,-0.863505,-1.158992
1.788670,1.691336,0.119783,0.302855,0.265114,1.833190,2.051206,0.740630,-0.268164,0.172549,-1.412565,-0.505070,-0.096759,0.082381,-0.141860
1.788670,1.691336,0.119783,0.302855,0.265114,1.833190,2.051206,0.740630,-0.268164,0.172549,-1.412565,-0.505070,-0.096759,0.082381,-0.141860
1.788670,1.691336,0.119783,0.302855,0.265114,1.833190,2.051206,0.740630,-0.268164,0.172549,-1.412565,-0.505070,-0.096759,0.082381,-0.141860
1.788670,1.691336,0.119783,0.302855,0.265114,1.833190,2.051206,0.740630,-0.268164,0.172549,-1.412565,-0.505070,-0.096759,0.082381,-0.141860
2.873927,-0.980029,1.680693,-1.023792,1.544116,-1.228016,1.174024,-1.079609,0.555480,0.733605,-1.004275,0.981427,-0.707739,0.693773,0.686533
2.873927,-0.980029,1.680693,-1.023792,1.544116,-1.228016,1.174024,-1.079609,0.555480,0.733605,-1.004275,0.981427,-0.707739,0.693773,0.686533
2.140330,1.524836,-0.402494,-1.366636,-1.438484,-0.987667,0.749656,0.309048,0.235366,-0.738907,0.967500,1.911430,-0.228073,-0.665907,-1.001313
1.402314,0.619239,0.662834,-1.675395,-1.276025,-2.507725,-2.528449,0.375763,-0.617074,0.403624,-0.144178,-0.656302,-0.895216,2.917536,-1.008640
1.743297,0.592458,-2.030386,-1.847320,0.650752,-0.290021,0.083899,-1.081151,-2.268813,-0.525131,1.152340,0.920479,-0.312202,-0.868705,-0.952621
2.618100,0.157515,-0.508708,0.207726,0.082130,-0.538547,-0.000002,-1.266725,-2.456775,0.140476,-0.176391,-1.062865,-0.959596,-0.426625,-1.085470
