0.162783,-0.448338,1.194865,0.377928,-0.545475,-0.874521,0.001659,0.652650,-0.471573,1.931670,-1.070654,-0.302843,0.317578,0.011220,0.030248,-0.518048,0.879684,0.388331,0.290243,0.296604,0.138283,0.368616,-0.007297,0.701314,0.967160,-0.452671,0.250097,0.785794,-0.208819,-0.103790,0.192391,0.663348
0.475467,-0.644405,0.232777,0.050594,-0.901964,-0.128891,-0.865026,0.834024,1.688556,-0.869820,-0.849312,-0.654801,-0.251437,0.154883,0.124232,0.336181,0.046318,0.323594,-0.927807,0.419563,1.379033,0.156772,-0.167332,0.046969,0.415546,-0.951462,-0.070832,0.259944,0.069009,0.265554,0.112554,-0.030453
-0.836957,-0.468180,1.028249,0.756983,0.126806,-0.110113,0.726614,1.054752,-1.009743,-0.646967,0.061431,0.721146,-0.330890,-0.558392,0.664526,1.107877,0.788426,0.412877,-0.180929,0.029046,0.442854,0.621036,0.462202,-0.205329,-0.324906,-0.420847,0.136971,-0.299492,0.692936,-0.384205,1.105661,-0.478129
-0.913668,0.670951,0.330716,-0.895134,-1.428005,-0.213783,0.176277,0.843674,1.580728,0.040247,-0.428563,-0.037540,0.144383,-0.958157,0.405523,-0.342571,-0.070114,-0.273215,0.376893,0.250816,-0.122892,-0.020068,-0.338134,-0.021002,0.702860,0.913965,0.434612,0.360832,-0.424007,-0.356262,0.104108,-0.463244
0.730836,0.223574,0.217832,-0.115038,0.549069,0.236096,0.597871,-0.686933,-0.216561,0.014708,-0.509787,-0.910870,0.463143,0.688291,1.760998,-0.323095,-0.411280,0.621414,0.175372,-0.471755,-0.157642,-1.153953,0.220703,0.527548,0.007502,-0.528046,0.084131,-0.352139,-0.295671,-1.168209,0.325370,0.149267
0.137149,-0.406640,-0.627419,-0.400940,-0.658368,0.519735,0.216731,-0.843013,0.179709,-0.462311,-0.836666,-0.182044,-0.453679,-1.396770,-0.584280,0.470357,-0.157320,0.585005,-0.994225,0.235018,0.204586,-0.404565,-0.099728,0.975401,-0.633085,1.020113,1.171485,-0.829442,-0.573376,-0.015327,-0.007035,0.600515
0.088724,0.066222,0.834772,0.774397,-1.577085,0.155564,0.427595,0.726617,0.468821,-0.818919,-0.723065,0.215490,-0.106782,-0.083918,-0.525258,-0.278065,-0.148243,1.348599,-0.662616,-0.270624,0.830741,0.185441,-0.749914,0.035002,-0.176997,-0.085508,-0.320411,0.612208,-0.389397,0.287123,-0.706319,-0.458667
0.187227,-2.056983,0.086420,0.168991,1.005946,2.102781,0.425408,-1.040025,-0.089297,0.056777,0.126051,-0.081521,-0.341430,0.004154,-0.359797,-0.793511,0.260259,0.653034,0.562238,-0.631102,0.375586,0.110918,0.008014,-0.225797,0.182693,0.209378,0.017775,0.132057,0.135415,-0.185373,0.242992,-0.414448
0.187227,-2.056983,0.086421,0.168992,1.005946,2.102781,0.425408,-1.040025,-0.089298,0.056776,0.126051,-0.081521,-0.341429,0.004154,-0.359797,-0.793511,0.260259,0.653035,0.562238,-0.631102,0.375586,0.110918,0.008015,-0.225797,0.182693,0.209379,0.017775,0.132057,0.135415,-0.185373,0.242993,-0.414448
0.187227,-2.056983,0.086422,0.168991,1.005946,2.102781,0.425408,-1.040026,-0.089298,0.056778,0.126051,-0.081521,-0.341429,0.004153,-0.359798,-0.793511,0.260259,0.653035,0.562237,-0.631102,0.375586,0.110918,0.008014,-0.225797,0.182694,0.209378,0.017776,0.132057,0.135415,-0.185373,0.242993,-0.414448
-0.350051,-1.270537,0.900847,-0.835142,0.462541,-0.416634,0.672609,-1.075749,-0.104085,0.166258,-1.243819,-0.301977,0.037226,0.665561,0.401337,0.358694,-0.505806,-0.204556,-0.106436,-0.385951,0.138700,-0.384558,-0.789790,0.060429,0.228289,0.638838,0.061010,0.517347,-0.224256,0.041160,-0.684150,0.212825
-0.855701,-0.690548,0.058669,-0.751810,0.942437,-0.432033,0.317405,-0.545543,1.241972,0.374544,1.586208,-0.129483,0.665106,0.160183,0.040385,0.404992,0.854964,0.453552,0.758913,0.628416,0.103214,-0.242007,-0.430081,-0.084816,-0.256251,-0.260367,-0.536537,-0.283630,0.021338,-0.568825,-0.182440,0.417379
0.112386,-1.010289,-0.068999,-1.004095,0.801351,0.022907,-0.056646,0.864905,-0.688745,-0.283008,0.128103,-0.875133,0.265045,-0.009988,-0.066153,0.326265,0.509410,0.216900,-0.713116,-0.092330,-0.131305,1.507186,0.006225,0.688527,-0.096368,0.622958,0.471517,0.354648,-0.921094,-0.461663,0.773057,-0.029703
-0.640585,-0.665157,0.514972,-0.727236,-0.106465,0.280386,-0.291757,0.483182,1.533467,-0.710189,1.357096,-0.111579,-1.002307,0.537361,-0.319486,-0.286269,-0.322300,0.031970,0.467516,-0.359780,-0.782707,-0.605444,-0.532464,0.757965,0.203152,-0.406524,0.659336,0.194713,0.272061,0.584562,0.490558,0.150170
-0.384688,0.550523,0.741123,-0.728033,-0.212617,0.233200,-1.128336,-0.849605,0.632306,0.822807,0.089399,0.836890,0.964418,-0.516774,0.521336,-0.395638,-0.159880,0.129269,-0.160010,-1.202894,0.071211,0.293019,-0.103030,-0.161395,-0.723567,0.681243,0.190590,0.163972,0.532486,-0.136808,0.210550,0.490794
-0.497770,0.580702,-1.819567,-0.949431,-0.109621,-0.984294,0.431800,-0.646265,0.092926,0.696642,0.860250,-0.642066,-0.577451,0.599917,-0.244532,0.530096,0.461737,0.611245,0.134820,-0.244646,0.938872,-0.099686,0.016334,-0.131382,-0.029981,0.454117,-0.449792,0.009365,0.157598,-0.204334,0.263193,0.175234
-0.919153,0.205412,0.167830,-0.115128,-1.312913,1.345843,0.391355,-0.403398,-0.139972,-0.893558,-0.688488,-0.074826,0.708896,-0.728095,-1.024235,0.160320,-0.489959,-0.245707,0.457103,0.059982,-0.746512,-0.654177,-0.210076,-0.419684,-0.878816,-0.138997,-0.181949,0.645407,0.044384,0.005363,-0.144663,-0.315619
